"intersection_id","tollgate_id","time_window","avg_travel_time"
"B","3","[2016-07-20 06:40:00,2016-07-20 07:00:00)","130.59"
"B","3","[2016-07-20 07:00:00,2016-07-20 07:20:00)","122.35"
"B","3","[2016-07-20 07:20:00,2016-07-20 07:40:00)","133.2"
"B","3","[2016-07-20 07:40:00,2016-07-20 08:00:00)","137.98"
"B","3","[2016-07-20 08:00:00,2016-07-20 08:20:00)","182.66"
"B","3","[2016-07-20 08:20:00,2016-07-20 08:40:00)","127.68"
"B","3","[2016-07-20 08:40:00,2016-07-20 09:00:00)","134.42"
"B","3","[2016-07-20 09:00:00,2016-07-20 09:20:00)","114.74"
"B","3","[2016-07-20 09:20:00,2016-07-20 09:40:00)","142.06"
"B","3","[2016-07-20 09:40:00,2016-07-20 10:00:00)","170.11"
"B","3","[2016-07-20 10:20:00,2016-07-20 10:40:00)","146.52"
"B","3","[2016-07-20 10:40:00,2016-07-20 11:00:00)","119.25"
"B","3","[2016-07-20 11:00:00,2016-07-20 11:20:00)","126.27"
"B","3","[2016-07-20 11:20:00,2016-07-20 11:40:00)","157.7"
"B","3","[2016-07-20 11:40:00,2016-07-20 12:00:00)","80.52"
"B","3","[2016-07-20 12:00:00,2016-07-20 12:20:00)","111.79"
"B","3","[2016-07-20 12:20:00,2016-07-20 12:40:00)","47.27"
"B","3","[2016-07-20 12:40:00,2016-07-20 13:00:00)","82.82"
"B","3","[2016-07-20 13:00:00,2016-07-20 13:20:00)","117.0"
"B","3","[2016-07-20 13:20:00,2016-07-20 13:40:00)","65.45"
"B","3","[2016-07-20 13:40:00,2016-07-20 14:00:00)","127.1"
"B","3","[2016-07-20 14:00:00,2016-07-20 14:20:00)","95.36"
"B","3","[2016-07-20 14:40:00,2016-07-20 15:00:00)","128.78"
"B","3","[2016-07-20 15:00:00,2016-07-20 15:20:00)","54.23"
"B","3","[2016-07-20 15:20:00,2016-07-20 15:40:00)","134.65"
"B","3","[2016-07-20 15:40:00,2016-07-20 16:00:00)","174.75"
"B","3","[2016-07-20 16:00:00,2016-07-20 16:20:00)","130.69"
"B","3","[2016-07-20 16:20:00,2016-07-20 16:40:00)","98.28"
"B","3","[2016-07-20 16:40:00,2016-07-20 17:00:00)","98.73"
"B","3","[2016-07-20 17:00:00,2016-07-20 17:20:00)","114.94"
"B","3","[2016-07-20 17:20:00,2016-07-20 17:40:00)","131.36"
"B","3","[2016-07-20 17:40:00,2016-07-20 18:00:00)","134.24"
"B","3","[2016-07-20 18:00:00,2016-07-20 18:20:00)","101.55"
"B","3","[2016-07-20 18:20:00,2016-07-20 18:40:00)","113.77"
"B","3","[2016-07-20 18:40:00,2016-07-20 19:00:00)","89.67"
"B","3","[2016-07-20 19:00:00,2016-07-20 19:20:00)","114.53"
"B","3","[2016-07-20 19:20:00,2016-07-20 19:40:00)","90.8"
"B","3","[2016-07-20 19:40:00,2016-07-20 20:00:00)","103.43"
"B","3","[2016-07-20 20:00:00,2016-07-20 20:20:00)","91.33"
"B","3","[2016-07-20 20:20:00,2016-07-20 20:40:00)","156.44"
"B","3","[2016-07-20 20:40:00,2016-07-20 21:00:00)","78.35"
"B","3","[2016-07-20 21:00:00,2016-07-20 21:20:00)","85.88"
"B","3","[2016-07-20 21:40:00,2016-07-20 22:00:00)","111.47"
"B","3","[2016-07-20 22:00:00,2016-07-20 22:20:00)","91.52"
"B","3","[2016-07-20 23:00:00,2016-07-20 23:20:00)","137.86"
"B","3","[2016-07-20 23:40:00,2016-07-21 00:00:00)","112.89"
"B","3","[2016-07-21 00:00:00,2016-07-21 00:20:00)","85.0"
"B","3","[2016-07-21 01:20:00,2016-07-21 01:40:00)","65.78"
"B","3","[2016-07-21 04:20:00,2016-07-21 04:40:00)","393.05"
"B","3","[2016-07-21 06:00:00,2016-07-21 06:20:00)","166.81"
"B","3","[2016-07-21 06:20:00,2016-07-21 06:40:00)","136.67"
"B","3","[2016-07-21 06:40:00,2016-07-21 07:00:00)","55.92"
"B","3","[2016-07-21 07:00:00,2016-07-21 07:20:00)","206.59"
"B","3","[2016-07-21 07:20:00,2016-07-21 07:40:00)","113.78"
"B","3","[2016-07-21 07:40:00,2016-07-21 08:00:00)","146.58"
"B","3","[2016-07-21 08:00:00,2016-07-21 08:20:00)","107.11"
"B","3","[2016-07-21 10:40:00,2016-07-21 11:00:00)","180.27"
"B","3","[2016-07-21 11:00:00,2016-07-21 11:20:00)","54.8"
"B","3","[2016-07-21 11:20:00,2016-07-21 11:40:00)","108.52"
"B","3","[2016-07-21 11:40:00,2016-07-21 12:00:00)","168.37"
"B","3","[2016-07-21 12:00:00,2016-07-21 12:20:00)","61.47"
"B","3","[2016-07-21 12:20:00,2016-07-21 12:40:00)","132.24"
"B","3","[2016-07-21 12:40:00,2016-07-21 13:00:00)","113.74"
"B","3","[2016-07-21 13:00:00,2016-07-21 13:20:00)","56.73"
"B","3","[2016-07-21 13:20:00,2016-07-21 13:40:00)","144.33"
"B","3","[2016-07-21 13:40:00,2016-07-21 14:00:00)","99.39"
"B","3","[2016-07-21 14:00:00,2016-07-21 14:20:00)","103.31"
"B","3","[2016-07-21 14:20:00,2016-07-21 14:40:00)","51.84"
"B","3","[2016-07-21 14:40:00,2016-07-21 15:00:00)","111.76"
"B","3","[2016-07-21 15:00:00,2016-07-21 15:20:00)","114.77"
"B","3","[2016-07-21 15:20:00,2016-07-21 15:40:00)","116.49"
"B","3","[2016-07-21 15:40:00,2016-07-21 16:00:00)","75.82"
"B","3","[2016-07-21 16:00:00,2016-07-21 16:20:00)","97.67"
"B","3","[2016-07-21 16:20:00,2016-07-21 16:40:00)","140.7"
"B","3","[2016-07-21 16:40:00,2016-07-21 17:00:00)","115.48"
"B","3","[2016-07-21 17:20:00,2016-07-21 17:40:00)","125.52"
"B","3","[2016-07-21 17:40:00,2016-07-21 18:00:00)","110.95"
"B","3","[2016-07-21 18:00:00,2016-07-21 18:20:00)","95.16"
"B","3","[2016-07-21 18:20:00,2016-07-21 18:40:00)","131.44"
"B","3","[2016-07-21 18:40:00,2016-07-21 19:00:00)","169.79"
"B","3","[2016-07-21 19:00:00,2016-07-21 19:20:00)","105.57"
"B","3","[2016-07-21 19:20:00,2016-07-21 19:40:00)","96.17"
"B","3","[2016-07-21 19:40:00,2016-07-21 20:00:00)","119.58"
"B","3","[2016-07-21 20:00:00,2016-07-21 20:20:00)","101.77"
"B","3","[2016-07-21 20:20:00,2016-07-21 20:40:00)","117.65"
"B","3","[2016-07-21 20:40:00,2016-07-21 21:00:00)","124.2"
"B","3","[2016-07-21 21:00:00,2016-07-21 21:20:00)","93.9"
"B","3","[2016-07-21 21:20:00,2016-07-21 21:40:00)","93.98"
"B","3","[2016-07-21 22:00:00,2016-07-21 22:20:00)","105.9"
"B","3","[2016-07-21 22:20:00,2016-07-21 22:40:00)","118.73"
"B","3","[2016-07-21 23:00:00,2016-07-21 23:20:00)","127.51"
"B","3","[2016-07-21 23:20:00,2016-07-21 23:40:00)","86.59"
"B","3","[2016-07-21 23:40:00,2016-07-22 00:00:00)","142.16"
"B","3","[2016-07-22 01:00:00,2016-07-22 01:20:00)","165.66"
"B","3","[2016-07-22 03:00:00,2016-07-22 03:20:00)","12.75"
"B","3","[2016-07-22 04:40:00,2016-07-22 05:00:00)","195.47"
"B","3","[2016-07-22 05:00:00,2016-07-22 05:20:00)","96.23"
"B","3","[2016-07-22 05:20:00,2016-07-22 05:40:00)","154.3"
"B","3","[2016-07-22 05:40:00,2016-07-22 06:00:00)","195.81"
"B","3","[2016-07-22 06:00:00,2016-07-22 06:20:00)","189.33"
"B","3","[2016-07-22 06:20:00,2016-07-22 06:40:00)","75.94"
"B","3","[2016-07-22 06:40:00,2016-07-22 07:00:00)","72.47"
"B","3","[2016-07-22 07:00:00,2016-07-22 07:20:00)","90.79"
"B","3","[2016-07-22 07:20:00,2016-07-22 07:40:00)","88.86"
"B","3","[2016-07-22 07:40:00,2016-07-22 08:00:00)","180.59"
"B","3","[2016-07-22 08:00:00,2016-07-22 08:20:00)","126.73"
"B","3","[2016-07-22 08:20:00,2016-07-22 08:40:00)","217.6"
"B","3","[2016-07-22 08:40:00,2016-07-22 09:00:00)","121.92"
"B","3","[2016-07-22 09:00:00,2016-07-22 09:20:00)","161.56"
"B","3","[2016-07-22 09:20:00,2016-07-22 09:40:00)","113.62"
"B","3","[2016-07-22 09:40:00,2016-07-22 10:00:00)","137.22"
"B","3","[2016-07-22 10:00:00,2016-07-22 10:20:00)","133.78"
"B","3","[2016-07-22 10:40:00,2016-07-22 11:00:00)","215.2"
"B","3","[2016-07-22 11:00:00,2016-07-22 11:20:00)","112.08"
"B","3","[2016-07-22 11:20:00,2016-07-22 11:40:00)","99.19"
"B","3","[2016-07-22 11:40:00,2016-07-22 12:00:00)","81.48"
"B","3","[2016-07-22 12:00:00,2016-07-22 12:20:00)","124.93"
"B","3","[2016-07-22 12:20:00,2016-07-22 12:40:00)","82.83"
"B","3","[2016-07-22 12:40:00,2016-07-22 13:00:00)","200.47"
"B","3","[2016-07-22 13:00:00,2016-07-22 13:20:00)","101.82"
"B","3","[2016-07-22 13:20:00,2016-07-22 13:40:00)","69.63"
"B","3","[2016-07-22 13:40:00,2016-07-22 14:00:00)","88.79"
"B","3","[2016-07-22 14:00:00,2016-07-22 14:20:00)","117.05"
"B","3","[2016-07-22 14:20:00,2016-07-22 14:40:00)","90.71"
"B","3","[2016-07-22 14:40:00,2016-07-22 15:00:00)","128.29"
"B","3","[2016-07-22 15:00:00,2016-07-22 15:20:00)","129.11"
"B","3","[2016-07-22 15:20:00,2016-07-22 15:40:00)","101.98"
"B","3","[2016-07-22 15:40:00,2016-07-22 16:00:00)","101.56"
"B","3","[2016-07-22 16:00:00,2016-07-22 16:20:00)","130.6"
"B","3","[2016-07-22 16:20:00,2016-07-22 16:40:00)","113.65"
"B","3","[2016-07-22 16:40:00,2016-07-22 17:00:00)","84.49"
"B","3","[2016-07-22 17:00:00,2016-07-22 17:20:00)","115.19"
"B","3","[2016-07-22 17:20:00,2016-07-22 17:40:00)","136.99"
"B","3","[2016-07-22 17:40:00,2016-07-22 18:00:00)","191.51"
"B","3","[2016-07-22 18:00:00,2016-07-22 18:20:00)","105.54"
"B","3","[2016-07-22 18:20:00,2016-07-22 18:40:00)","82.42"
"B","3","[2016-07-22 18:40:00,2016-07-22 19:00:00)","91.96"
"B","3","[2016-07-22 19:00:00,2016-07-22 19:20:00)","111.78"
"B","3","[2016-07-22 19:20:00,2016-07-22 19:40:00)","113.59"
"B","3","[2016-07-22 19:40:00,2016-07-22 20:00:00)","125.72"
"B","3","[2016-07-22 20:00:00,2016-07-22 20:20:00)","137.06"
"B","3","[2016-07-22 20:20:00,2016-07-22 20:40:00)","143.25"
"B","3","[2016-07-22 20:40:00,2016-07-22 21:00:00)","109.69"
"B","3","[2016-07-22 21:00:00,2016-07-22 21:20:00)","83.7"
"B","3","[2016-07-22 21:40:00,2016-07-22 22:00:00)","141.53"
"B","3","[2016-07-22 22:00:00,2016-07-22 22:20:00)","118.16"
"B","3","[2016-07-22 22:20:00,2016-07-22 22:40:00)","66.34"
"B","3","[2016-07-22 22:40:00,2016-07-22 23:00:00)","118.93"
"B","3","[2016-07-22 23:00:00,2016-07-22 23:20:00)","62.51"
"B","3","[2016-07-22 23:20:00,2016-07-22 23:40:00)","154.56"
"B","3","[2016-07-22 23:40:00,2016-07-23 00:00:00)","136.23"
"B","3","[2016-07-23 00:20:00,2016-07-23 00:40:00)","141.81"
"B","3","[2016-07-23 00:40:00,2016-07-23 01:00:00)","129.47"
"B","3","[2016-07-23 01:20:00,2016-07-23 01:40:00)","175.45"
"B","3","[2016-07-23 01:40:00,2016-07-23 02:00:00)","129.42"
"B","3","[2016-07-23 02:40:00,2016-07-23 03:00:00)","140.77"
"B","3","[2016-07-23 03:40:00,2016-07-23 04:00:00)","115.58"
"B","3","[2016-07-23 04:40:00,2016-07-23 05:00:00)","133.78"
"B","3","[2016-07-23 05:20:00,2016-07-23 05:40:00)","162.52"
"B","3","[2016-07-23 06:00:00,2016-07-23 06:20:00)","46.66"
"B","3","[2016-07-23 06:20:00,2016-07-23 06:40:00)","95.37"
"B","3","[2016-07-23 06:40:00,2016-07-23 07:00:00)","161.2"
"B","3","[2016-07-23 07:00:00,2016-07-23 07:20:00)","130.15"
"B","3","[2016-07-23 07:20:00,2016-07-23 07:40:00)","63.18"
"B","3","[2016-07-23 07:40:00,2016-07-23 08:00:00)","100.59"
"B","3","[2016-07-23 08:00:00,2016-07-23 08:20:00)","157.78"
"B","3","[2016-07-23 08:20:00,2016-07-23 08:40:00)","60.5"
"B","3","[2016-07-23 08:40:00,2016-07-23 09:00:00)","92.48"
"B","3","[2016-07-23 09:00:00,2016-07-23 09:20:00)","153.16"
"B","3","[2016-07-23 09:20:00,2016-07-23 09:40:00)","144.09"
"B","3","[2016-07-23 10:00:00,2016-07-23 10:20:00)","125.13"
"B","3","[2016-07-23 10:20:00,2016-07-23 10:40:00)","141.22"
"B","3","[2016-07-23 10:40:00,2016-07-23 11:00:00)","132.74"
"B","3","[2016-07-23 11:00:00,2016-07-23 11:20:00)","151.06"
"B","3","[2016-07-23 11:20:00,2016-07-23 11:40:00)","94.56"
"B","3","[2016-07-23 11:40:00,2016-07-23 12:00:00)","111.91"
"B","3","[2016-07-23 12:00:00,2016-07-23 12:20:00)","101.03"
"B","3","[2016-07-23 12:20:00,2016-07-23 12:40:00)","79.68"
"B","3","[2016-07-23 12:40:00,2016-07-23 13:00:00)","98.16"
"B","3","[2016-07-23 13:00:00,2016-07-23 13:20:00)","139.54"
"B","3","[2016-07-23 13:20:00,2016-07-23 13:40:00)","101.43"
"B","3","[2016-07-23 13:40:00,2016-07-23 14:00:00)","123.31"
"B","3","[2016-07-23 14:00:00,2016-07-23 14:20:00)","112.96"
"B","3","[2016-07-23 14:20:00,2016-07-23 14:40:00)","137.47"
"B","3","[2016-07-23 14:40:00,2016-07-23 15:00:00)","139.25"
"B","3","[2016-07-23 15:00:00,2016-07-23 15:20:00)","106.79"
"B","3","[2016-07-23 15:20:00,2016-07-23 15:40:00)","135.79"
"B","3","[2016-07-23 15:40:00,2016-07-23 16:00:00)","116.87"
"B","3","[2016-07-23 16:00:00,2016-07-23 16:20:00)","150.85"
"B","3","[2016-07-23 16:20:00,2016-07-23 16:40:00)","145.74"
"B","3","[2016-07-23 16:40:00,2016-07-23 17:00:00)","120.62"
"B","3","[2016-07-23 17:00:00,2016-07-23 17:20:00)","116.16"
"B","3","[2016-07-23 17:20:00,2016-07-23 17:40:00)","122.16"
"B","3","[2016-07-23 17:40:00,2016-07-23 18:00:00)","124.94"
"B","3","[2016-07-23 18:00:00,2016-07-23 18:20:00)","140.63"
"B","3","[2016-07-23 18:20:00,2016-07-23 18:40:00)","63.35"
"B","3","[2016-07-23 18:40:00,2016-07-23 19:00:00)","126.81"
"B","3","[2016-07-23 19:00:00,2016-07-23 19:20:00)","103.21"
"B","3","[2016-07-23 19:20:00,2016-07-23 19:40:00)","78.76"
"B","3","[2016-07-23 19:40:00,2016-07-23 20:00:00)","189.6"
"B","3","[2016-07-23 20:00:00,2016-07-23 20:20:00)","199.56"
"B","3","[2016-07-23 20:20:00,2016-07-23 20:40:00)","140.22"
"B","3","[2016-07-23 20:40:00,2016-07-23 21:00:00)","89.31"
"B","3","[2016-07-23 21:00:00,2016-07-23 21:20:00)","110.15"
"B","3","[2016-07-23 21:20:00,2016-07-23 21:40:00)","102.53"
"B","3","[2016-07-23 21:40:00,2016-07-23 22:00:00)","142.98"
"B","3","[2016-07-23 22:00:00,2016-07-23 22:20:00)","95.51"
"B","3","[2016-07-23 22:20:00,2016-07-23 22:40:00)","125.84"
"B","3","[2016-07-23 22:40:00,2016-07-23 23:00:00)","99.16"
"B","3","[2016-07-23 23:00:00,2016-07-23 23:20:00)","107.84"
"B","3","[2016-07-23 23:20:00,2016-07-23 23:40:00)","137.87"
"B","3","[2016-07-23 23:40:00,2016-07-24 00:00:00)","143.38"
"B","3","[2016-07-24 00:00:00,2016-07-24 00:20:00)","120.79"
"B","3","[2016-07-24 00:40:00,2016-07-24 01:00:00)","70.16"
"B","3","[2016-07-24 01:00:00,2016-07-24 01:20:00)","153.09"
"B","3","[2016-07-24 01:20:00,2016-07-24 01:40:00)","175.41"
"B","3","[2016-07-24 01:40:00,2016-07-24 02:00:00)","94.39"
"B","3","[2016-07-24 02:20:00,2016-07-24 02:40:00)","72.42"
"B","3","[2016-07-24 02:40:00,2016-07-24 03:00:00)","123.95"
"B","3","[2016-07-24 03:00:00,2016-07-24 03:20:00)","87.88"
"B","3","[2016-07-24 03:20:00,2016-07-24 03:40:00)","107.02"
"B","3","[2016-07-24 03:40:00,2016-07-24 04:00:00)","105.51"
"B","3","[2016-07-24 04:00:00,2016-07-24 04:20:00)","110.32"
"B","3","[2016-07-24 04:20:00,2016-07-24 04:40:00)","124.14"
"B","3","[2016-07-24 04:40:00,2016-07-24 05:00:00)","107.53"
"B","3","[2016-07-24 05:00:00,2016-07-24 05:20:00)","121.83"
"B","3","[2016-07-24 06:00:00,2016-07-24 06:20:00)","62.89"
"B","3","[2016-07-24 06:20:00,2016-07-24 06:40:00)","102.01"
"B","3","[2016-07-24 06:40:00,2016-07-24 07:00:00)","144.59"
"B","3","[2016-07-24 07:00:00,2016-07-24 07:20:00)","70.05"
"B","3","[2016-07-24 07:20:00,2016-07-24 07:40:00)","106.57"
"B","3","[2016-07-24 07:40:00,2016-07-24 08:00:00)","115.18"
"B","3","[2016-07-24 08:00:00,2016-07-24 08:20:00)","36.31"
"B","3","[2016-07-24 08:20:00,2016-07-24 08:40:00)","149.99"
"B","3","[2016-07-24 08:40:00,2016-07-24 09:00:00)","16.61"
"B","3","[2016-07-24 09:00:00,2016-07-24 09:20:00)","98.77"
"B","3","[2016-07-24 09:20:00,2016-07-24 09:40:00)","101.02"
"B","3","[2016-07-24 09:40:00,2016-07-24 10:00:00)","272.87"
"B","3","[2016-07-24 10:00:00,2016-07-24 10:20:00)","181.31"
"B","3","[2016-07-24 10:20:00,2016-07-24 10:40:00)","115.27"
"B","3","[2016-07-24 10:40:00,2016-07-24 11:00:00)","154.54"
"B","3","[2016-07-24 11:00:00,2016-07-24 11:20:00)","153.08"
"B","3","[2016-07-24 11:20:00,2016-07-24 11:40:00)","140.98"
"B","3","[2016-07-24 11:40:00,2016-07-24 12:00:00)","123.75"
"B","3","[2016-07-24 12:00:00,2016-07-24 12:20:00)","90.95"
"B","3","[2016-07-24 12:20:00,2016-07-24 12:40:00)","95.36"
"B","3","[2016-07-24 12:40:00,2016-07-24 13:00:00)","123.38"
"B","3","[2016-07-24 13:00:00,2016-07-24 13:20:00)","131.47"
"B","3","[2016-07-24 13:20:00,2016-07-24 13:40:00)","83.6"
"B","3","[2016-07-24 13:40:00,2016-07-24 14:00:00)","107.08"
"B","3","[2016-07-24 14:00:00,2016-07-24 14:20:00)","122.22"
"B","3","[2016-07-24 14:20:00,2016-07-24 14:40:00)","150.78"
"B","3","[2016-07-24 14:40:00,2016-07-24 15:00:00)","185.07"
"B","3","[2016-07-24 15:00:00,2016-07-24 15:20:00)","143.98"
"B","3","[2016-07-24 15:20:00,2016-07-24 15:40:00)","125.73"
"B","3","[2016-07-24 15:40:00,2016-07-24 16:00:00)","137.23"
"B","3","[2016-07-24 16:00:00,2016-07-24 16:20:00)","136.03"
"B","3","[2016-07-24 16:20:00,2016-07-24 16:40:00)","106.89"
"B","3","[2016-07-24 16:40:00,2016-07-24 17:00:00)","127.72"
"B","3","[2016-07-24 17:00:00,2016-07-24 17:20:00)","248.15"
"B","3","[2016-07-24 17:20:00,2016-07-24 17:40:00)","206.31"
"B","3","[2016-07-24 17:40:00,2016-07-24 18:00:00)","106.74"
"B","3","[2016-07-24 18:00:00,2016-07-24 18:20:00)","122.36"
"B","3","[2016-07-24 18:20:00,2016-07-24 18:40:00)","156.42"
"B","3","[2016-07-24 18:40:00,2016-07-24 19:00:00)","87.72"
"B","3","[2016-07-24 19:00:00,2016-07-24 19:20:00)","135.01"
"B","3","[2016-07-24 19:20:00,2016-07-24 19:40:00)","75.39"
"B","3","[2016-07-24 19:40:00,2016-07-24 20:00:00)","153.17"
"B","3","[2016-07-24 20:00:00,2016-07-24 20:20:00)","78.0"
"B","3","[2016-07-24 20:20:00,2016-07-24 20:40:00)","132.96"
"B","3","[2016-07-24 20:40:00,2016-07-24 21:00:00)","127.92"
"B","3","[2016-07-24 21:00:00,2016-07-24 21:20:00)","73.99"
"B","3","[2016-07-24 21:20:00,2016-07-24 21:40:00)","133.61"
"B","3","[2016-07-24 21:40:00,2016-07-24 22:00:00)","79.16"
"B","3","[2016-07-24 22:00:00,2016-07-24 22:20:00)","75.39"
"B","3","[2016-07-24 22:20:00,2016-07-24 22:40:00)","97.18"
"B","3","[2016-07-24 22:40:00,2016-07-24 23:00:00)","128.09"
"B","3","[2016-07-24 23:00:00,2016-07-24 23:20:00)","115.91"
"B","3","[2016-07-24 23:20:00,2016-07-24 23:40:00)","78.84"
"B","3","[2016-07-24 23:40:00,2016-07-25 00:00:00)","72.98"
"B","3","[2016-07-25 00:00:00,2016-07-25 00:20:00)","123.0"
"B","3","[2016-07-25 00:20:00,2016-07-25 00:40:00)","104.63"
"B","3","[2016-07-25 00:40:00,2016-07-25 01:00:00)","83.98"
"B","3","[2016-07-25 01:00:00,2016-07-25 01:20:00)","107.98"
"B","3","[2016-07-25 01:20:00,2016-07-25 01:40:00)","32.34"
"B","3","[2016-07-25 01:40:00,2016-07-25 02:00:00)","88.43"
"B","3","[2016-07-25 02:00:00,2016-07-25 02:20:00)","81.26"
"B","3","[2016-07-25 02:20:00,2016-07-25 02:40:00)","80.55"
"B","3","[2016-07-25 02:40:00,2016-07-25 03:00:00)","92.64"
"B","3","[2016-07-25 04:00:00,2016-07-25 04:20:00)","141.36"
"B","3","[2016-07-25 04:20:00,2016-07-25 04:40:00)","163.31"
"B","3","[2016-07-25 05:00:00,2016-07-25 05:20:00)","105.21"
"B","3","[2016-07-25 05:20:00,2016-07-25 05:40:00)","137.94"
"B","3","[2016-07-25 05:40:00,2016-07-25 06:00:00)","161.76"
"B","3","[2016-07-25 06:00:00,2016-07-25 06:20:00)","86.43"
"B","3","[2016-07-25 06:20:00,2016-07-25 06:40:00)","58.43"
